,created_at,tweet,frames
4059,2022-10-13 14:16:14+00:00,"""@8783349249678547963 $50k for debt and to provide to homeless shelters
 #2minime""",['money_aid_resource_allocation']
4060,2022-04-25 19:39:39+00:00,"""@8840604130395951031 @3176907275954702699 yeah well, it’s not a good situation for the homeless themselves or for the tax paying citizens who have seen crime and and murder and destruction take over and push them to retreat into their homes or to move elsewhere. regardless of the cause/solution it shouldn’t be tolerated.""","['government_critique', 'solutions_interventions']"
4061,2022-04-15 17:01:07+00:00,"""@8894103838899871701 @6680460485618359923 yes women have equal rights and in many situations they have more rights. 
 saying women make less than men is a lie. 
 the homeless that are persistently homeless cannot be helped by """"care"""" they are not functional in society regardless of what they are given.""","['harmful_generalization', 'societal_critique', 'solutions_interventions']"
4062,2022-04-27 21:40:55+00:00,"""@8922084434475416174 i worked my whole life to put food on the table and a roof over my family’s head. if we feed the hungry or shelter the homeless i’m gonna be pissed! <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 132]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 131]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 132]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 131]'></span>
 

 (note the sarcasm emoji’s before you start your rant)""",['solutions_interventions']
4063,2022-08-06 05:12:00+00:00,"""@9063068648541259870 @7050555861463767097 @366340791019445776 @7623261535070338692 @7789839785441313762 @1347224931275007182 @3602289089983849813 how does that relate to homeless populations? you know full well that the majority of la homeless lives within a very small area? i live in california, you have to do better.""",['personal_interaction_observation_of_homelessness']
4064,2022-10-05 03:09:37+00:00,"""@9064683488497870196 i have an extra room and dreamed a homeless person got in and i didnt know, or the extra room i didnt know was there had squatters, does that count""",['personal_interaction_observation_of_homelessness']
4065,2022-12-23 11:57:14+00:00,"""@93615267604612587 @2163510349222525716 we have 1.5 million homeless children in america, where the money for that? this cash will never end with the ukrainian people.""","['money_aid_resource_allocation', 'deserving_undeserving_of_resources']"
4066,2022-01-08 10:44:50+00:00,"""a nurse wrote in that people are angry &amp; yelling at them. she works in an inner city er with unvaccinated, homeless, inmates and mentally ill. - their understaffed and doing the best they can! appreciate them don’t mock them <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 169]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 170]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 189]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 141]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 187]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 143]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 187]'></span>""","['harmful_generalization', 'solutions_interventions']"
4067,2022-10-01 13:52:13+00:00,"""and i had battery until it axed
 

 donated it to the place for homeless 
 

 didn't want money""",['personal_interaction_observation_of_homelessness']
4068,2022-12-22 23:35:47+00:00,"""back in may, when the #edmonds city council approved the ban on camping for homeless ppl, a council member said, """"edmonds is the kind of place that is going to get this right."""" this being helping homeless ppl in our city.  
 

 we need to be doing much more as a city, as a county.""","['government_critique', 'solutions_interventions']"
4069,2023-01-01 01:01:59+00:00,"""but on one occassion i was forced to go on the @7734105047149513932 show for thoughtcrime while i was homeless &amp; demented, for the entertainment, pleasure &amp; personal gain of stephen nolan. i don't think i'll ever recover from that.""",['0']
4070,2022-12-30 20:14:35+00:00,"""daily prayers and meditations for all homeless people around the world. america has not seen the end of homelessness, and maybe never will, but we can try to make it better.""",['solutions_interventions']
4071,2023-01-06 20:30:29+00:00,"""done procrastinating.
 need to cram essentials into a backpack and head south of downtown to see how texas shelters homeless veterans.
 been nice camping at my old friend’s house but he needs the space for his girlfriend who finally agreed to move in and commit. so happy 4 him.""",['0']
4072,2023-02-01 02:40:24+00:00,"""homeless people are more intelligent on average
 

 and they spend all day thinking and observing
 

 you can get great ideas from them,
 and they are happy to be paid attention to.
 

 homeless people are powerful.""",['solutions_interventions']
4073,2022-10-06 02:34:39+00:00,"""i don't like fighting things period. but when i got friends calling me up saying better not go homeless or the cops will arrest you.
 

 kinda makes me think i they are up to no good""","['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
4074,2022-06-10 18:21:33+00:00,"""i don’t know why i always let my hair grow this much before i decide to have a hair cut. 
 

 it’s still the hair gets matted,and i start looking homeless that i realize i need a haircut asap<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 166]'></span>‍♀️""",['harmful_generalization']
4075,2022-02-07 20:01:08+00:00,"""if cost is driven by supply and demand then why is it with 900,000 less people potentially renting is it that rent prices continue to soar? greed is the only answer…also there were many people evicted who are now homeless that do not apply as demand as they cannot afford to rent""","['government_critique', 'money_aid_resource_allocation']"
4076,2021-12-18 03:54:28+00:00,"""if you’re come upon a homeless neighbor in one of our freezing cities, take a moment to offer help to the nearest shelter. not everyone chooses to go to shelters. but give money, food. always bring an extra pair of warm socks, gloves, hat etc. that person could be anyone of us.""",['solutions_interventions']
4077,2022-07-13 12:22:22+00:00,"""nice to see pmqs such a laugh and fun for all the mps.
 

 i'm not laughing, you self-serving c**ts. nor are the homeless and poor, those needing food banks, or the collapsing nhs.
 

 shame on you all.
 clear those benches and let people with integrity do the job.
 #toriesdevoidofshame""","['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']"
4078,2022-09-17 06:47:24+00:00,"""please…do tell. what does someone who is homeless, penniless, un-vetted, &amp; likely undereducated have to offer? don’t be foolish. they aren’t coming here illegally because they have something to offer. they want to take all the us has to offer, giving little to nothing back.""","['harmful_generalization', 'deserving_undeserving_of_resources']"
4079,2022-05-02 18:13:12+00:00,"""portlanders voting for candidates who promise more cops to deal with homeless people living on the streets are going to be pretty disappointed when they realize that cops can't solve the problems caused by lack of affordable housing, and mental health and addiction services.""","['societal_critique', 'solutions_interventions']"
4080,2022-09-30 12:48:51+00:00,"""pt5/ what good is it, having people moving to florida or texas or elsewhere. they move to these areas with hopes and dreams. then some are left homeless and destitute, by unscrupulous development of flood prone land or landslides or forest fires. it’s wrong, sometimes dead wrong!""",['societal_critique']
4081,2022-03-30 00:16:23+00:00,"""she got 3 sandwiches, an apple juice and a small coffee for the two of them. total came to about $25-$26
 

 i didn't ask her anything personal or about her finances. from what i could tell, they didn't exactly look homeless but they didn't look well to do either.""",['harmful_generalization']
4082,2022-12-15 20:56:16+00:00,"""so we do a lot of charity work, which is one of the cool things about my job. today we were helping with a toy drive pickup from the local schools, and someone dressed as santa took the boxes from 2 schools before we got there to do the collection. who steals from homeless kids?""","['societal_critique', 'solutions_interventions']"
4083,2021-12-24 05:29:42+00:00,"""summer of 9th grade i went to some bullshit apps padding camp at the uc berkeley campus and there were a number of angolan kids there whod negatively contrast berkeley with luanda... retrospectively wonder if it was a """"they let homeless people be seen in the downtown"""" thing tho""","['societal_critique', 'not_in_my_backyard']"
4084,2021-12-22 18:35:57+00:00,"""tonight on the news: homeless man shows disrespect for the first sentient clam, coming up at 7""",['0']
4085,2022-09-11 20:33:41+00:00,"""when covid first hit the uk &amp; govt wanted everyone at home, they also decided they could all of a sudden house the homeless. wouldn’t it be patriotic of the govt if they could house them all again and not throw them out this time. with the queen having 12 homes she’d understand.""","['government_critique', 'solutions_interventions']"
4086,2022-09-17 18:01:26+00:00,"""whenever i see the anti-homeless architecture that’s literally exposed spikes, i think someone’s gonna fall on one one day &amp; lose an eye or something, &amp; the lawsuit will be a bigger deal for the city council than letting a homeless person sleep where the spike was""",['societal_critique']
4087,2022-02-28 15:11:58+00:00,49 players placed in 12 months is a pretty incredible start to a system that develops and reinserts guys back into college baseball. remember these guys were homeless coming in. we’re on our way to establishing a system nationwide to assist these players and help them #scoutzusa,['0']
4088,2022-07-19 01:41:58+00:00,@1052556280167019006 today in canada i once again woke up homeless in legislated poverty because i am disabled. there is no affordable housing. my home was sold to a developer and i can’t find anything wheelchair accessible that i can afford on my disability payments.,['0']
4089,2021-12-31 10:04:57+00:00,@1169703492882243905 @2388810921243438689 @2540103773729867713 @7895688226063581554 @3657294201399869765 @8375563229481754255 @3254587973138662062 @5161129700952480797 @3727275962770889577 @5704407006063131732 @943225124170809895 @4003405186785954863 @7651915336877030308 @6175265528331275067 @7499906582699776080 @3781823040318940032 @1178361089385355413 @8247204509994917161 @3634951356546642949 @7778802696416071607 @3129200142824418271 @4882930494556489903 @6681489895418494495 @2862610935657589138 @8170212467647310980 @5514860622520264387 @2825162533428999502 @8751228325969883973 @2903023504455829864 @8170766968156066552 @2982472369274627152 @8079390203116516258 @5392275428366565957 @5278545398732673169 @4819920532053841710 @7717627167010898738 @2533810411154239383 @7653293467760768604 @3609839922767175979 @4593283447826808899 @6659433808363349883 @4379834927822824966 @1744599418736427498 @2223132992501271378 @2272454923579349130 @2976768689633145548 @5989031155789775669 @3211784346300732925 @3904153715478211841 @1846066390191073048 so the property is definitely deemed unsuitable right? therefore you are homeless again (ha 1996) (ha 2002) - you have a local connection in westminster? as this is where your son attends school and your support network under care act - have you done a homeless app to westminster,['solutions_interventions']
4090,2022-11-20 13:24:05+00:00,@1183065207973990887 @8112767182899856866 @7145841285020047805 @9193480565284491402 @5732809223221530232 i am a serbian. anyone that left my country for the us says the only people who are broke or homeless in usa are the ones that do not want to work. i believe them cause most of them have 3+ trucks in usa or 2+ houses and i know when they left serbia they were broke.,['harmful_generalization']
4091,2022-06-10 14:02:44+00:00,@1372237372727530628 yet no money for the homeless. he really has some fools following him. 30 security guards 5 police cars 20 reporters oh wait you didn't see them though hmmm,['money_aid_resource_allocation']
4092,2022-02-15 18:51:32+00:00,@1397235538273817564 @1619083034512380797 how about a few #happytweets telling of your success with homeless? #dull #bloated #failed #tyrant,['societal_critique']
4093,2022-10-26 21:32:55+00:00,@1415824563812926747 so sick of your stupid comments. don with republicans they want all social security recipients t be homeless next year,['government_critique']
4094,2022-09-18 12:27:01+00:00,@145879517855377518 i think you have missed the point. we should be kind and help the homeless but we are at a pivotal point in history something that will be looked back on in hundreds of years time. your point is good let's apply it after the funeral.,"['societal_critique', 'solutions_interventions']"
4095,2022-09-04 21:21:52+00:00,@1472536788243358738 @5653683089589068928 there are millions of homeless american citizens…you’re definitely not speaking on their behalf.,"['societal_critique', 'personal_interaction_observation_of_homelessness']"
4096,2022-08-09 20:54:11+00:00,@1513853904205655231 too many homeless phd-holders,['0']
4097,2023-01-13 17:20:32+00:00,@1798082208991765969 he looks like a homeless drunk in every pic i see of him,['harmful_generalization']
4098,2022-05-24 02:18:14+00:00,"@1812087822384611679 that pick is worthless. even the dude projected to fall to them went back to college. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 166]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 189]'></span>‍♂️ got rid of cj for some ptown used homeless tents <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span> what a waste. trade dame. quit rooting him there.",['harmful_generalization']
4099,2022-02-06 02:57:01+00:00,@1860018079385321515 maybe if you didnt blow 100's of millions of dollars on a homeless problem you created we wouldn't need to boil water!,['money_aid_resource_allocation']
4100,2022-08-26 21:53:46+00:00,@1955050121652201157 so why u pushing so hard as if ur non existent man is more human and deserving then homeless men?,['deserving_undeserving_of_resources']
4101,2022-05-21 06:35:16+00:00,@217194060105854651 @5957186325720805301 i relate so much haha i legit like was sobbing b4 she came for how much she does for me n then we got in a big fight n i went homeless for the night a week and a day after i got home haha,['0']
4102,2022-01-07 17:21:11+00:00,@2325012965886536583 but what about the part where so many of the homeless… are homeless because they choose to be homeless?,['harmful_generalization']
4103,2022-10-22 00:20:52+00:00,@238276500132286261 dont help the homeless or hungry in america-jsut send weapons of war to ukraine. so moral.,"['government_critique', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation']"
4104,2022-09-12 17:40:28+00:00,@2488519890906114579 sounds like how lightfoot treats her homeless in chicago,['government_critique']
4105,2022-12-25 00:54:14+00:00,@263307088736367397 @4442661659610540731 @6842113094902644837 @1058397405902216466 isn't it past time for homeless communities to arm themselves and fight back?,['solutions_interventions']
4106,2022-03-27 21:23:51+00:00,@2649291850400556366 @5171262118311672134 @4568117650991690856 @4302891888274596510 god damn do you know what being homeless is like ?,['0']
4107,2022-10-08 10:43:14+00:00,@2948211752719215387 like the homeless irish people?,['0']
4108,2022-07-23 02:36:00+00:00,@2959347899959451291 is that better than the people who think we should give homeless veterans guns and have them guard schools as a job,"['harmful_generalization', 'solutions_interventions']"
4109,2022-08-26 21:09:07+00:00,@3103841884572960901 @1918942090017691276 @4729901198987196925 @3253224646047914197 but whatever. homeless people bad. we get it dude. they are evil and bad and scary!,['harmful_generalization']
4110,2022-12-27 21:34:02+00:00,@3242751019641236639 @5103926177907206114 @7490827659868299720 @6918018036813598252 @733940197101974935 @8747265690338703145 how many homeless people do you have sleeping in your residence?,['0']
4111,2022-01-16 21:42:10+00:00,@329983789396810641 @6431419496257331950 @7047851746258172690 i am very aware that she is homeless. i also asked her if she had an email address where gift cards could be sent to. people that are homeless may know someone that they have their mail sent to. that is not uncommon.,['personal_interaction_observation_of_homelessness']
4112,2022-02-04 21:49:00+00:00,@3433035428799645769 i hope you are gonna give all that food you couldn't sell at halftime away to homeless or traveling supporters. what a waste. @968002524253789972,['solutions_interventions']
4113,2022-02-11 04:26:30+00:00,"@3466934118528062024 well u homeless fuckers can eat a dick how bout dat <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 138]'></span>",['harmful_generalization']
4114,2022-09-12 18:30:55+00:00,@3486305104815283643 did you trip over a homeless person?,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
4115,2022-11-10 12:29:54+00:00,@3557369814055232750 @267388279933999948 unfettered capitalism explains people pushing people into a oncoming train? unfettered capitalism explains crazy homeless people knifing passers by? unfettered capitalism explains serial rapists raping female joggers in the park? socialism has destroyed your brain,"['harmful_generalization', 'societal_critique']"
4116,2023-01-31 02:52:57+00:00,@3602697259393968688 so you are gonna mention animals and not the homeless people? what the fuck. why are you sweeping camps in winter? it’s inhumane.,['harmful_generalization']
4117,2022-03-31 22:48:40+00:00,@3879110239379352131 just let the women that think otherwise but their cats and die alone. be independent till their 80 with nobody by their side. the fastest rising population of homeless people are black women. i’m sure those are the ones that thought “they ain’t need no man.”,['harmful_generalization']
4118,2022-11-23 15:19:06+00:00,"@3989149096900840045 you're a god-damned joke. a bag of wind who never shuts up even though you're always wrong. this shooter 'identified as non-binary and used they/them pronouns'. david depape (where'd that story go in a hurry?) was a homeless junkie blm supporting nudist. far right ? <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>","['harmful_generalization', 'government_critique']"
4119,2022-11-02 16:24:13+00:00,@4205707315009833063 it will be a bigger crisis if all public workers get the over 50% raise over 4 years cupe is holding firm on for ew’s. we will have 2 distinct classes of workers and private workers will be taxed until they are homeless.,"['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']"
4120,2022-10-18 12:49:28+00:00,@4213700104257602095 @2013563687945877901 working people are homeless and cannot afford donuts. isn't this boasting?,['societal_critique']
4121,2022-11-02 17:00:57+00:00,@4250640615895556058 aren't there like homeless people they can pay to clean the place up? what a dump,['harmful_generalization']
4122,2022-07-13 15:20:51+00:00,@4250777203037360290 @2516646243910234635 not all shelters are for dv. some are just for homeless ppl. there's a lot of homeless right now in canada. we are in a housing crisis.,['personal_interaction_observation_of_homelessness']
4123,2022-06-19 07:12:20+00:00,@4302628411105547741 what about canada's homeless? get rid of this useless govt.,"['government_critique', 'deserving_undeserving_of_resources']"
4124,2023-01-29 22:03:05+00:00,@4320496262683748163 @6693056450464101110 no- most are not homeless by choice- some are. have you ever been to a shelter and actually spoken to someone homeless? i have- go volunteer at a shelter a few times and then come back and tell me if you still have the same opinion.,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']"
4125,2022-08-14 20:46:01+00:00,"@4647561384457192858 “the city” is part of the problem… imagine that tax-paying citizens have to resort to guerrilla gardening so they don’t have a homeless camp o their street<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 145]'></span>. seattle is a zoo - good job seattle socialist council<span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 140]'></span>","['government_critique', 'not_in_my_backyard']"
4126,2022-10-24 19:20:29+00:00,@4851042826475463568 @7704154740137086890 @3351428545449579608 those policies don't help the homeless. you have to have an address to apply for those things.,"['government_critique', 'solutions_interventions']"
4127,2022-10-21 14:58:36+00:00,@4854702514251473781 i. want. out. i grew up in california. it was free and easy - until jerry brown got back in office. now it’s hell on earth. homeless and crime everywhere.,['government_critique']
4128,2022-12-23 12:57:24+00:00,@4883652907046903607 @1582408006491476719 i would say public protest for public debate of giveaways and focus on america first. we can't even help our homeless or drug addicts because we give our money for middle eastern countries to use for their border protection. it's an insane administration.,"['harmful_generalization', 'money_aid_resource_allocation', 'government_critique', 'deserving_undeserving_of_resources', 'solutions_interventions']"
4129,2022-11-10 17:11:54+00:00,@4894563272296318499 @3644514117113947507 i've had this same opinion about people who aren't homeless.,['0']
4130,2022-12-04 03:02:03+00:00,@4926993754879977820 i think we could make some change in #peterborough if we could get someone to listen. we could use allies. #homeless #raiseawareness #nonprofit,['solutions_interventions']
4131,2022-09-30 16:17:25+00:00,@4997846260931356727 @4501083164599398904 pnc bank negligence during an 11-month loan process with pnc telling her she's pre-approved for a home loan then telling her she's not then telling her she is then not closing on her house this is beyond unacceptable and pnc left disabled valinda peters homeless today,"['societal_critique', 'personal_interaction_observation_of_homelessness']"
4132,2022-12-30 17:00:06+00:00,"@5037880448527973197 it was easy. all we had to do is house half country’s homeless. sooo proud of our governor <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 161]'></span>","['societal_critique', 'solutions_interventions']"
4133,2022-08-02 22:24:12+00:00,@5091425046207680090 @3652309610134649591 @2231781025556087744 well i forgot about that part when you enlist where you actually have to go out and kill a random homeless person and bring back their scalp before you can go to bmt. but other then that.,"['harmful_generalization', 'societal_critique']"
4134,2022-02-13 15:13:50+00:00,@5235409676665417483 @4700236058079501814 @118324171478177758 @3152163863187215576 @8428117284611543133 entitlement? i don’t think you understand what that word means. people are putting in the labor and deserve fair compensation for it. it hasn’t gone up with inflation. also people are literally starving on the wages they make now and some are homeless.,"['government_critique', 'societal_critique', 'solutions_interventions', 'money_aid_resource_allocation']"
4135,2022-10-22 19:12:34+00:00,@5299568654980934792 funny that they don't do that for the thousands of homeless people who have been in the city this whole time. i guess it wouldn't do enough to make those texas republicans look bad.,"['government_critique', 'solutions_interventions']"
4136,2022-09-14 08:16:23+00:00,@5507506105844513139 @4569280620240715816 @1854866954042672608 @6499836185139719223 only thing i could find is that the uk has a larger proportion of people who have ever been declared homeless than germany. this however indicates greater levels of rehabilitation and reintegration efforts to get back into society.,"['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']"
4137,2022-09-20 23:58:54+00:00,"@5589737173309110336 @6863803529398714000 @1081508090302971856 you can't vote if you are homeless.  <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 148]'></span>","['societal_critique', 'solutions_interventions']"
4138,2023-01-07 04:06:36+00:00,"@5653683089589068928 liard traitor evil man pédophile and more more peoples have no place to live ! homeless no foods alone biden no money but for ukraine all money<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 136]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 186]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 185]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 128]'></span>☠️","['government_critique', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation']"
4139,2022-05-11 14:47:00+00:00,@5653683089589068928 stop sending out money to ukraine and use that to help out homeless vets. kill the gas tax! close the border! open the supply chain! drill out every ounce of oil and natural gas that can be taken. then fire your entire cabinet and resign your office and check into a home #fjb,"['government_critique', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation']"
4140,2022-03-09 22:18:53+00:00,@5659409884622788205 @7323424659696014863 like saying if the homeless would just buy a home we would not have homelessness.,['solutions_interventions']
4141,2022-08-16 18:03:10+00:00,"@5682866402896084795 ah cool. they are building one near my house. i need them to sort it asap! <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span> i’m homeless from a gym perspective!",['0']
4142,2022-03-24 15:21:01+00:00,@5694984027837614134 @5223716991214111499 @3635424143915424333 are there some homeless people who choose to be homeless? sure. but that doesn’t mean everyone homeless is like that. companies have no loyalty to workers and will throw people out on the street without a second thought. have you seen rent / real estate prices?,"['harmful_generalization', 'societal_critique', 'solutions_interventions']"
4143,2022-11-10 02:32:21+00:00,@5770921653305697456 in the last 20 years that mall and the doorways has gone from 5 - 10 homeless to dozens of very messed up people. under no circumstances would i send my senior mother or teenage kid anywhere near there. downtown is brutal.,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
4144,2022-05-05 20:33:34+00:00,@6350022037680142559 billionaires can’t live without homeless. it’s how they keep the rest in line.,['societal_critique']
4145,2022-09-30 12:37:15+00:00,@6390137434325305459 @3144298103510139595 pnc bank negligence has left a disabled valinda peter's homeless today how sick of doug delong and pnc please help valinda peter's pnc 11 month beyond negligent home loan process,['personal_interaction_observation_of_homelessness']
4146,2022-01-21 03:21:07+00:00,@6448239279326257733 hope a homeless finds his way to your house and help himself in your fridge. you can make him a bath afterwards,['money_aid_resource_allocation']
4147,2022-02-21 19:43:16+00:00,@6517530222528714615 this literally made me anxious. how is a teenager homeless??? if they're on tiktok how didn't anybody reach them out to help??? this is so heartbreaking,"['societal_critique', 'solutions_interventions', 'personal_interaction_observation_of_homelessness']"
4148,2023-02-07 23:04:29+00:00,@6532118656392396869 @7566839741475838768 @7794600948708115869 having been to eastside well before jt was shocking for me the first time. however it was more shocking to see our local park fill up the past 3 years with the same type of homeless drug zombies where there were none before the jt / wef era of government.,"['not_in_my_backyard', 'harmful_generalization', 'government_critique', 'personal_interaction_observation_of_homelessness']"
4149,2022-06-19 18:09:59+00:00,@6591803153565751254 @329711222378254197 @2375532545952987915 so let the people that can’t afford rent and food to go homeless and starve during a pandemic? giving the money was necessary,"['money_aid_resource_allocation', 'solutions_interventions']"
4150,2022-09-19 01:17:57+00:00,@6731073288119007991 at what point are we just sad for him? like how we’re sad for a drunken homeless man talking to unseen people but lashing out at anyone who approaches him with help… so we say a prayer and move in.,['solutions_interventions']
4151,2022-06-13 04:39:02+00:00,@6792049021843636243 how many are homeless in los angeles? how many migrants at the southern border? how many refugees? where is violent crime worst in the usa? how does build back better remove violent crime from peace and prosperity? path13 p96 tellispectragence @2452067557177010731 now is come,"['harmful_generalization', 'solutions_interventions']"
4152,2022-05-01 21:26:46+00:00,"@6846211849079291955 @7992214898907995720 $momslyr please see this i’m 17 and my father passed away in february and my mom passed away in 2016 and it has left me homeless i have no money or a job. please i could use a blessing <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 143]'></span>",['0']
4153,2022-06-15 13:24:24+00:00,@6884774670526434661 @5547631662580044017 @2699438765675630937 when you get you information from a guy who looks homeless on tik tok with zero ramifications if he lies….you may want to re-evaluate what fake news really is,['media_portrayal']
4154,2022-05-11 18:36:52+00:00,@7042187360169635429 homeless woman from guyana must have some serious dosh for lawyers challenging the government. incredible.,['personal_interaction_observation_of_homelessness']
4155,2022-08-20 14:29:04+00:00,@7107020985014265923 please i'm literally homeless,['0']
4156,2022-08-22 21:14:55+00:00,@732368122163177388 false advertising. you'd shit your pants if we proposed a homeless encampment in your neck of the woods. #pdx #portland,['not_in_my_backyard']
4157,2022-07-27 14:58:59+00:00,@7335776661163988536 a nation that finds money to support war but can't keep the homeless warm during winter,"['money_aid_resource_allocation', 'societal_critique']"
4158,2023-01-14 09:03:35+00:00,@7352037159479658954 yes disgusting when probably just outside on the streets are homeless vets in need of food!,['societal_critique']
4159,2022-04-16 03:33:35+00:00,@7366290359364199047 @3369309494029295147 $20b to end homeless for how long—30 days?,"['money_aid_resource_allocation', 'solutions_interventions']"
4160,2022-09-19 22:38:22+00:00,@7537454098442285909 @5315220304651963615 @6977964539464685111 how bout you feed the homeless and let elon figure out how to save humanity from its evil self,"['societal_critique', 'solutions_interventions']"
4161,2022-02-18 00:23:19+00:00,@7634023971030993694 @2098767002536487317 @112337415642651625 there not homeless if there this with people dumbass,['0']
4162,2022-10-29 16:31:58+00:00,@7735771705559037067 @3850826557142170494 this what happens when you get rid of one the best managers in the world and replace him with a homeless guy,['harmful_generalization']
4163,2021-12-22 13:46:39+00:00,@7937724633555949126 homeless people use public toilets and i have no hope i’ll ever be in a house again. i had my own appliances (recently lost to @2491036216064748298 if i’m not here i can’t be a vector of infection. i carry the guilt of being unable to quarantine or isolate. nobody was fined 250k.,['0']
4164,2022-01-26 03:12:54+00:00,@7947964037414316374 this is so awful!,['0']
4165,2022-08-11 00:03:55+00:00,@8063060862442595675 the traffic and homeless population definitely catching up to nyc lol,['personal_interaction_observation_of_homelessness']
4166,2023-01-22 05:34:36+00:00,@8202381026307520185 @4856443510306429082 weed gummies made you homeless billy boy?,['harmful_generalization']
4167,2022-04-10 10:16:23+00:00,@8303816956961625730 @411021050234932875 do you want these people then you pay for him a new house them i would rather my taxes went towards veterans who are homeless living on the streets and some money scrounging asylum seeker who could quite easily settle in france greece spain italy but no head straight for here,"['harmful_generalization', 'money_aid_resource_allocation', 'government_critique', 'not_in_my_backyard', 'deserving_undeserving_of_resources']"
4168,2022-12-10 18:40:45+00:00,@8469746647153906288 noooo homeless nooo :(,['0']
4169,2022-07-08 21:42:46+00:00,@8532272287036638689 @516848059030017147 terms and conditions said nothing about being set-up with somebody who was homeless before he became roommates with that horse.,['0']
4170,2023-01-23 05:29:27+00:00,@8847312552073946328 old people should not have money. a homeless person would probably do better for the community than this bag of bones. gross,"['harmful_generalization', 'money_aid_resource_allocation', 'deserving_undeserving_of_resources']"
4171,2022-05-30 16:16:44+00:00,@8868566088914829318 @3944502799769147190 so they would rather live in cages?? homeless vets with uncontrolled ptsd psychosis with be climbing the cage walls. yeah great solution.,"['societal_critique', 'solutions_interventions']"
4172,2022-08-08 01:02:01+00:00,@8899981600224302132 help the homeless or sum,['solutions_interventions']
4173,2022-12-06 01:22:36+00:00,@8941555901162268558 if you want interesting views then you need to educate and talk with every day citizens even the homeless.,['solutions_interventions']
4174,2021-12-24 19:22:06+00:00,@9085340731442535556 @5440366169569385934 i think that might be you carlos! how many homeless people have you met that are in that situation that aren’t addicted to drugs or alcohol ? i’ve volunteered at homeless shelters and can count them on one hand. not ignorant just a realist,['personal_interaction_observation_of_homelessness']
4175,2022-11-01 20:29:04+00:00,a homeless dragon with shifty feet named rodney,['0']
4176,2022-05-24 21:54:07+00:00,a kind homeless dude told me at the stop light... i'd be his first round draft pick for his pro beard team. i chuckled and gave him a piece of pizza. which i was also dining on while driving :). day in the life,['personal_interaction_observation_of_homelessness']
4177,2022-03-16 02:16:29+00:00,a “homeless” mother fucker with an apple watch just asked me for money… plz,['personal_interaction_observation_of_homelessness']
4178,2022-01-12 00:12:51+00:00,almighty god please help the homeless especially those in the usa. thanks in advance. amen!,"['deserving_undeserving_of_resources', 'solutions_interventions']"
4179,2022-04-03 08:41:30+00:00,any time i step out of leftist twitter it's just war mongering and telling homeless people to work in fast food.,['societal_critique']
4180,2021-12-29 15:17:31+00:00,buying myself an iphone 13 to cheer myself up about being homeless is maybe the dumbest thing i have ever done,['0']
4181,2022-08-09 00:06:15+00:00,everyone owning jesse oppa homeless style like i just didnt say i made kaname date's hole weak,['harmful_generalization']
