,date,attitude,frequency,state
11,2023-01-22,solutions/interventions,9.0,Washington
12,2023-01-22,personal interaction,5.0,Washington
13,2023-01-22,government critique,24.0,Washington
14,2023-01-22,money/aid allocation,10.0,Washington
15,2023-01-22,not in my backyard,13.0,Washington
16,2023-01-22,societal critique,3.0,Washington
17,2023-01-22,media portrayal,0.0,Washington
18,2023-01-23,harmful generalization,14.0,Washington
19,2023-01-23,not in my backyard,7.0,Washington
20,2023-01-23,societal critique,4.0,Washington
21,2023-01-23,solutions/interventions,16.0,Washington
22,2023-01-23,money/aid allocation,6.0,Washington
23,2023-01-23,media portrayal,1.0,Washington
24,2023-01-23,personal interaction,10.0,Washington
25,2023-01-23,government critique,19.0,Washington
26,2023-01-23,deserving/undeserving,5.0,Washington
27,2023-01-24,solutions/interventions,13.0,Washington
28,2023-01-24,harmful generalization,8.0,Washington
29,2023-01-24,money/aid allocation,1.0,Washington
30,2023-01-24,not in my backyard,4.0,Washington
31,2023-01-24,government critique,21.0,Washington
32,2023-01-24,media portrayal,0.0,Washington
33,2023-01-24,societal critique,1.0,Washington
34,2023-01-24,deserving/undeserving,23.0,Washington
35,2023-01-24,personal interaction,3.0,Washington
36,2023-01-25,solutions/interventions,0.0,Washington
37,2023-01-25,harmful generalization,0.0,Washington
38,2023-01-25,societal critique,0.0,Washington
39,2023-01-25,media portrayal,0.0,Washington
40,2023-01-25,money aid allocation,0.0,Washington
41,2023-01-25,deserving/undeserving,0.0,Washington
42,2023-01-25,personal interaction,0.0,Washington
43,2023-01-25,government critique,0.0,Washington
44,2023-01-25,not in my backyard,0.0,Washington
45,2023-01-26,societal critique,0.0,Washington
46,2023-01-26,deserving/undeserving,0.0,Washington
47,2023-01-26,money aid allocation,0.0,Washington
48,2023-01-26,harmful generalization,0.0,Washington
49,2023-01-26,personal interaction,0.0,Washington
50,2023-01-26,government critique,0.0,Washington
51,2023-01-26,solutions/interventions,0.0,Washington
52,2023-01-26,not in my backyard,0.0,Washington
53,2023-01-26,media portrayal,0.0,Washington
54,2023-01-27,harmful generalization,12.0,Washington
55,2023-01-27,solutions/interventions,11.0,Washington
56,2023-01-27,money/aid allocation,7.0,Washington
57,2023-01-27,societal critique,8.0,Washington
58,2023-01-27,deserving/undeserving,9.0,Washington
59,2023-01-27,not in my backyard,9.0,Washington
60,2023-01-27,government critique,25.0,Washington
61,2023-01-27,personal interaction,4.0,Washington
62,2023-01-27,media portrayal,0.0,Washington
63,2023-01-28,money/aid allocation,6.0,Washington
64,2023-01-28,government critique,34.0,Washington
65,2023-01-28,societal critique,7.0,Washington
66,2023-01-28,solutions/interventions,15.0,Washington
67,2023-01-28,media portrayal,2.0,Washington
68,2023-01-28,deserving/undeserving,6.0,Washington
69,2023-01-28,not in my backyard,12.0,Washington
70,2023-01-28,harmful generalization,25.0,Washington
71,2023-01-28,personal interaction,6.0,Washington
72,2023-01-29,personal interaction,5.0,Washington
73,2023-01-29,societal critique,0.0,Washington
74,2023-01-29,not in my backyard,7.0,Washington
75,2023-01-29,harmful generalization,10.0,Washington
76,2023-01-29,deserving/undeserving,4.0,Washington
77,2023-01-29,media portrayal,4.0,Washington
78,2023-01-29,government critique,21.0,Washington
79,2023-01-29,money/aid allocation,9.0,Washington
80,2023-01-29,solutions/interventions,5.0,Washington
81,2023-01-30,personal interaction,6.0,Washington
82,2023-01-30,deserving/undeserving,8.0,Washington
83,2023-01-30,money/aid allocation,9.0,Washington
84,2023-01-30,media portrayal,0.0,Washington
85,2023-01-30,government critique,22.0,Washington
86,2023-01-30,societal critique,6.0,Washington
87,2023-01-30,harmful generalization,12.0,Washington
88,2023-01-30,not in my backyard,8.0,Washington
89,2023-01-30,solutions/interventions,9.0,Washington
90,2023-01-31,personal interaction,6.0,Washington
91,2023-01-31,harmful generalization,19.0,Washington
92,2023-01-31,government critique,29.0,Washington
93,2023-01-31,solutions/interventions,9.0,Washington
94,2023-01-31,deserving/undeserving,14.0,Washington
95,2023-01-31,media portrayal,0.0,Washington
96,2023-01-31,money/aid allocation,10.0,Washington
97,2023-01-31,societal critique,4.0,Washington
98,2023-01-31,not in my backyard,13.0,Washington
99,2023-02-01,personal interaction,6.0,Washington
100,2023-02-01,money/aid allocation,13.0,Washington
101,2023-02-01,media portrayal,0.0,Washington
102,2023-02-01,societal critique,5.0,Washington
103,2023-02-01,not in my backyard,10.0,Washington
104,2023-02-01,government critique,36.0,Washington
105,2023-02-01,harmful generalization,27.0,Washington
106,2023-02-01,deserving/undeserving,20.0,Washington
107,2023-02-01,solutions/interventions,16.0,Washington
108,2023-02-02,government critique,22.0,Washington
109,2023-02-02,personal interaction,5.0,Washington
110,2023-02-02,harmful generalization,10.0,Washington
111,2023-02-02,media portrayal,0.0,Washington
112,2023-02-02,societal critique,4.0,Washington
113,2023-02-02,money/aid allocation,3.0,Washington
114,2023-02-02,deserving/undeserving,9.0,Washington
115,2023-02-02,not in my backyard,9.0,Washington
116,2023-02-02,solutions/interventions,8.0,Washington
117,2023-02-03,societal critique,4.0,Washington
118,2023-02-03,money/aid allocation,6.0,Washington
119,2023-02-03,deserving/undeserving,5.0,Washington
120,2023-02-03,media portrayal,0.0,Washington
121,2023-02-03,government critique,25.0,Washington
122,2023-02-03,not in my backyard,8.0,Washington
123,2023-02-03,harmful generalization,16.0,Washington
124,2023-02-03,solutions/interventions,15.0,Washington
125,2023-02-03,personal interaction,4.0,Washington
126,2023-02-04,societal critique,5.0,Washington
127,2023-02-04,solutions/interventions,6.0,Washington
128,2023-02-04,government critique,33.0,Washington
129,2023-02-04,money/aid allocation,6.0,Washington
130,2023-02-04,not in my backyard,7.0,Washington
131,2023-02-04,harmful generalization,11.0,Washington
132,2023-02-04,deserving/undeserving,9.0,Washington
133,2023-02-04,media portrayal,1.0,Washington
134,2023-02-04,personal interaction,8.0,Washington
135,2023-02-05,solutions/interventions,5.0,Washington
136,2023-02-05,societal critique,2.0,Washington
137,2023-02-05,personal interaction,3.0,Washington
138,2023-02-05,harmful generalization,15.0,Washington
139,2023-02-05,not in my backyard,3.0,Washington
140,2023-02-05,money/aid allocation,9.0,Washington
141,2023-02-05,government critique,20.0,Washington
142,2023-02-05,media portrayal,1.0,Washington
143,2023-02-05,deserving/undeserving,7.0,Washington
144,2023-02-06,not in my backyard,10.0,Washington
145,2023-02-06,media portrayal,1.0,Washington
146,2023-02-06,government critique,16.0,Washington
147,2023-02-06,solutions/interventions,13.0,Washington
148,2023-02-06,personal interaction,3.0,Washington
149,2023-02-06,harmful generalization,16.0,Washington
150,2023-02-06,money/aid allocation,3.0,Washington
151,2023-02-06,societal critique,3.0,Washington
152,2023-02-06,deserving/undeserving,7.0,Washington
153,2023-02-07,deserving/undeserving,6.0,Washington
154,2023-02-07,solutions/interventions,9.0,Washington
155,2023-02-07,personal interaction,7.0,Washington
156,2023-02-07,media portrayal,0.0,Washington
157,2023-02-07,not in my backyard,8.0,Washington
158,2023-02-07,money/aid allocation,5.0,Washington
159,2023-02-07,harmful generalization,10.0,Washington
160,2023-02-07,societal critique,1.0,Washington
161,2023-02-07,government critique,15.0,Washington
162,2023-02-08,media portrayal,0.0,Washington
163,2023-02-08,harmful generalization,12.0,Washington
164,2023-02-08,government critique,13.0,Washington
165,2023-02-08,deserving/undeserving,3.0,Washington
166,2023-02-08,not in my backyard,6.0,Washington
167,2023-02-08,solutions/interventions,11.0,Washington
168,2023-02-08,money/aid allocation,3.0,Washington
169,2023-02-08,societal critique,2.0,Washington
170,2023-02-08,personal interaction,3.0,Washington
171,2023-02-09,deserving/undeserving,1.0,Washington
172,2023-02-09,government critique,10.0,Washington
173,2023-02-09,not in my backyard,4.0,Washington
174,2023-02-09,solutions/interventions,6.0,Washington
175,2023-02-09,societal critique,3.0,Washington
176,2023-02-09,personal interaction,5.0,Washington
177,2023-02-09,harmful generalization,12.0,Washington
178,2023-02-09,media portrayal,1.0,Washington
179,2023-02-09,money/aid allocation,3.0,Washington
180,2023-02-16,personal interaction,1.0,Washington
181,2023-02-16,societal critique,0.0,Washington
182,2023-02-16,harmful generalization,3.0,Washington
183,2023-02-16,media portrayal,1.0,Washington
184,2023-02-16,not in my backyard,1.0,Washington
185,2023-02-16,government critique,3.0,Washington
186,2023-02-16,money/aid allocation,1.0,Washington
187,2023-02-16,deserving/undeserving,0.0,Washington
188,2023-02-16,solutions/interventions,0.0,Washington
0,2023-01-21,solutions/interventions,10.0,Oregon
1,2023-01-21,not in my backyard,4.0,Oregon
2,2023-01-21,societal critique,4.0,Oregon
3,2023-01-21,harmful generalization,11.0,Oregon
4,2023-01-21,money/aid allocation,6.0,Oregon
5,2023-01-21,deserving/undeserving,0.0,Oregon
6,2023-01-21,media portrayal,0.0,Oregon
7,2023-01-21,personal interaction,4.0,Oregon
8,2023-01-21,government critique,18.0,Oregon
9,2023-01-22,deserving/undeserving,1.0,Oregon
10,2023-01-22,solutions/interventions,11.0,Oregon
11,2023-01-22,not in my backyard,12.0,Oregon
12,2023-01-22,societal critique,7.0,Oregon
13,2023-01-22,harmful generalization,20.0,Oregon
14,2023-01-22,money/aid allocation,3.0,Oregon
15,2023-01-22,government critique,23.0,Oregon
16,2023-01-22,personal interaction,7.0,Oregon
17,2023-01-22,media portrayal,1.0,Oregon
18,2023-01-23,solutions/interventions,8.0,Oregon
19,2023-01-23,government critique,13.0,Oregon
20,2023-01-23,personal interaction,2.0,Oregon
21,2023-01-23,not in my backyard,8.0,Oregon
22,2023-01-23,money/aid allocation,4.0,Oregon
23,2023-01-23,media portrayal,0.0,Oregon
24,2023-01-23,societal critique,1.0,Oregon
25,2023-01-23,harmful generalization,12.0,Oregon
26,2023-01-23,deserving/undeserving,1.0,Oregon
27,2023-01-24,not in my backyard,3.0,Oregon
28,2023-01-24,solutions/interventions,3.0,Oregon
29,2023-01-24,money/aid allocation,1.0,Oregon
30,2023-01-24,government critique,8.0,Oregon
31,2023-01-24,harmful generalization,5.0,Oregon
32,2023-01-24,media portrayal,0.0,Oregon
33,2023-01-24,personal interaction,1.0,Oregon
34,2023-01-24,deserving/undeserving,0.0,Oregon
35,2023-01-24,societal critique,0.0,Oregon
36,2023-01-25,solutions/interventions,0.0,Oregon
37,2023-01-25,harmful generalization,0.0,Oregon
38,2023-01-25,societal critique,0.0,Oregon
39,2023-01-25,media portrayal,0.0,Oregon
40,2023-01-25,money aid allocation,0.0,Oregon
41,2023-01-25,deserving/undeserving,0.0,Oregon
42,2023-01-25,personal interaction,0.0,Oregon
43,2023-01-25,government critique,0.0,Oregon
44,2023-01-25,not in my backyard,0.0,Oregon
45,2023-01-26,societal critique,0.0,Oregon
46,2023-01-26,deserving/undeserving,0.0,Oregon
47,2023-01-26,money aid allocation,0.0,Oregon
48,2023-01-26,harmful generalization,0.0,Oregon
49,2023-01-26,personal interaction,0.0,Oregon
50,2023-01-26,government critique,0.0,Oregon
51,2023-01-26,solutions/interventions,0.0,Oregon
52,2023-01-26,not in my backyard,0.0,Oregon
53,2023-01-26,media portrayal,0.0,Oregon
54,2023-01-27,solutions/interventions,18.0,Oregon
55,2023-01-27,not in my backyard,7.0,Oregon
56,2023-01-27,money/aid allocation,13.0,Oregon
57,2023-01-27,personal interaction,6.0,Oregon
58,2023-01-27,deserving/undeserving,4.0,Oregon
59,2023-01-27,government critique,32.0,Oregon
60,2023-01-27,harmful generalization,24.0,Oregon
61,2023-01-27,societal critique,0.0,Oregon
62,2023-01-27,media portrayal,1.0,Oregon
63,2023-01-28,money/aid allocation,1.0,Oregon
64,2023-01-28,harmful generalization,15.0,Oregon
65,2023-01-28,personal interaction,7.0,Oregon
66,2023-01-28,not in my backyard,12.0,Oregon
67,2023-01-28,media portrayal,2.0,Oregon
68,2023-01-28,deserving/undeserving,1.0,Oregon
69,2023-01-28,government critique,19.0,Oregon
70,2023-01-28,solutions/interventions,15.0,Oregon
71,2023-01-28,societal critique,3.0,Oregon
72,2023-01-29,societal critique,3.0,Oregon
73,2023-01-29,personal interaction,2.0,Oregon
74,2023-01-29,government critique,8.0,Oregon
75,2023-01-29,solutions/interventions,5.0,Oregon
76,2023-01-29,deserving/undeserving,0.0,Oregon
77,2023-01-29,media portrayal,0.0,Oregon
78,2023-01-29,harmful generalization,9.0,Oregon
79,2023-01-29,money/aid allocation,0.0,Oregon
80,2023-01-29,not in my backyard,5.0,Oregon
81,2023-01-30,societal critique,4.0,Oregon
82,2023-01-30,deserving/undeserving,0.0,Oregon
83,2023-01-30,money/aid allocation,10.0,Oregon
84,2023-01-30,media portrayal,2.0,Oregon
85,2023-01-30,harmful generalization,13.0,Oregon
86,2023-01-30,personal interaction,4.0,Oregon
87,2023-01-30,solutions/interventions,13.0,Oregon
88,2023-01-30,government critique,21.0,Oregon
89,2023-01-30,not in my backyard,8.0,Oregon
90,2023-01-31,societal critique,4.0,Oregon
91,2023-01-31,solutions/interventions,17.0,Oregon
92,2023-01-31,harmful generalization,17.0,Oregon
93,2023-01-31,not in my backyard,6.0,Oregon
94,2023-01-31,deserving/undeserving,5.0,Oregon
95,2023-01-31,media portrayal,1.0,Oregon
96,2023-01-31,money/aid allocation,11.0,Oregon
97,2023-01-31,personal interaction,7.0,Oregon
98,2023-01-31,government critique,32.0,Oregon
99,2023-02-01,societal critique,5.0,Oregon
100,2023-02-01,money/aid allocation,5.0,Oregon
101,2023-02-01,media portrayal,0.0,Oregon
102,2023-02-01,personal interaction,10.0,Oregon
103,2023-02-01,government critique,41.0,Oregon
104,2023-02-01,harmful generalization,39.0,Oregon
105,2023-02-01,solutions/interventions,14.0,Oregon
106,2023-02-01,deserving/undeserving,1.0,Oregon
107,2023-02-01,not in my backyard,12.0,Oregon
108,2023-02-02,harmful generalization,32.0,Oregon
109,2023-02-02,societal critique,5.0,Oregon
110,2023-02-02,solutions/interventions,18.0,Oregon
111,2023-02-02,media portrayal,2.0,Oregon
112,2023-02-02,personal interaction,5.0,Oregon
113,2023-02-02,money/aid allocation,3.0,Oregon
114,2023-02-02,deserving/undeserving,3.0,Oregon
115,2023-02-02,government critique,52.0,Oregon
116,2023-02-02,not in my backyard,19.0,Oregon
117,2023-02-03,personal interaction,6.0,Oregon
118,2023-02-03,money/aid allocation,6.0,Oregon
119,2023-02-03,deserving/undeserving,2.0,Oregon
120,2023-02-03,media portrayal,1.0,Oregon
121,2023-02-03,harmful generalization,26.0,Oregon
122,2023-02-03,government critique,34.0,Oregon
123,2023-02-03,solutions/interventions,20.0,Oregon
124,2023-02-03,not in my backyard,10.0,Oregon
125,2023-02-03,societal critique,4.0,Oregon
126,2023-02-04,personal interaction,7.0,Oregon
127,2023-02-04,not in my backyard,13.0,Oregon
128,2023-02-04,harmful generalization,14.0,Oregon
129,2023-02-04,money/aid allocation,5.0,Oregon
130,2023-02-04,government critique,24.0,Oregon
131,2023-02-04,solutions/interventions,21.0,Oregon
132,2023-02-04,deserving/undeserving,2.0,Oregon
133,2023-02-04,media portrayal,0.0,Oregon
134,2023-02-04,societal critique,7.0,Oregon
135,2023-02-05,not in my backyard,9.0,Oregon
136,2023-02-05,personal interaction,7.0,Oregon
137,2023-02-05,societal critique,0.0,Oregon
138,2023-02-05,solutions/interventions,8.0,Oregon
139,2023-02-05,government critique,15.0,Oregon
140,2023-02-05,money/aid allocation,0.0,Oregon
141,2023-02-05,harmful generalization,15.0,Oregon
142,2023-02-05,media portrayal,0.0,Oregon
143,2023-02-05,deserving/undeserving,0.0,Oregon
144,2023-02-06,government critique,19.0,Oregon
145,2023-02-06,media portrayal,0.0,Oregon
146,2023-02-06,harmful generalization,14.0,Oregon
147,2023-02-06,not in my backyard,0.0,Oregon
148,2023-02-06,societal critique,2.0,Oregon
149,2023-02-06,solutions/interventions,8.0,Oregon
150,2023-02-06,money/aid allocation,2.0,Oregon
151,2023-02-06,personal interaction,9.0,Oregon
152,2023-02-06,deserving/undeserving,1.0,Oregon
153,2023-02-07,deserving/undeserving,5.0,Oregon
154,2023-02-07,not in my backyard,4.0,Oregon
155,2023-02-07,societal critique,2.0,Oregon
156,2023-02-07,media portrayal,1.0,Oregon
157,2023-02-07,government critique,28.0,Oregon
158,2023-02-07,money/aid allocation,13.0,Oregon
159,2023-02-07,solutions/interventions,12.0,Oregon
160,2023-02-07,personal interaction,8.0,Oregon
161,2023-02-07,harmful generalization,16.0,Oregon
162,2023-02-08,media portrayal,0.0,Oregon
163,2023-02-08,solutions/interventions,8.0,Oregon
164,2023-02-08,harmful generalization,11.0,Oregon
165,2023-02-08,deserving/undeserving,1.0,Oregon
166,2023-02-08,government critique,14.0,Oregon
167,2023-02-08,not in my backyard,7.0,Oregon
168,2023-02-08,money/aid allocation,2.0,Oregon
169,2023-02-08,personal interaction,3.0,Oregon
170,2023-02-08,societal critique,3.0,Oregon
171,2023-02-09,deserving/undeserving,0.0,Oregon
172,2023-02-09,harmful generalization,6.0,Oregon
173,2023-02-09,government critique,6.0,Oregon
174,2023-02-09,not in my backyard,6.0,Oregon
175,2023-02-09,personal interaction,5.0,Oregon
176,2023-02-09,societal critique,1.0,Oregon
177,2023-02-09,solutions/interventions,4.0,Oregon
178,2023-02-09,media portrayal,0.0,Oregon
179,2023-02-09,money/aid allocation,1.0,Oregon
180,2023-02-16,societal critique,1.0,Oregon
181,2023-02-16,personal interaction,2.0,Oregon
182,2023-02-16,solutions/interventions,0.0,Oregon
183,2023-02-16,media portrayal,1.0,Oregon
184,2023-02-16,government critique,4.0,Oregon
185,2023-02-16,harmful generalization,2.0,Oregon
186,2023-02-16,money/aid allocation,1.0,Oregon
187,2023-02-16,deserving/undeserving,0.0,Oregon
188,2023-02-16,not in my backyard,2.0,Oregon
0,2023-01-21,deserving/undeserving,4.0,Florida
1,2023-01-21,personal interaction,1.0,Florida
2,2023-01-21,harmful generalization,3.0,Florida
3,2023-01-21,societal critique,3.0,Florida
4,2023-01-21,not in my backyard,2.0,Florida
5,2023-01-21,money/aid allocation,4.0,Florida
6,2023-01-21,media portrayal,0.0,Florida
7,2023-01-21,government critique,15.0,Florida
8,2023-01-21,solutions/interventions,9.0,Florida
9,2023-01-22,not in my backyard,5.0,Florida
10,2023-01-22,media portrayal,0.0,Florida
11,2023-01-22,government critique,14.0,Florida
12,2023-01-22,money/aid allocation,2.0,Florida
13,2023-01-22,harmful generalization,8.0,Florida
14,2023-01-22,societal critique,4.0,Florida
15,2023-01-22,solutions/interventions,7.0,Florida
16,2023-01-22,personal interaction,3.0,Florida
17,2023-01-22,deserving/undeserving,4.0,Florida
18,2023-01-23,personal interaction,6.0,Florida
19,2023-01-23,deserving/undeserving,0.0,Florida
20,2023-01-23,societal critique,5.0,Florida
21,2023-01-23,government critique,18.0,Florida
22,2023-01-23,not in my backyard,3.0,Florida
23,2023-01-23,money/aid allocation,1.0,Florida
24,2023-01-23,media portrayal,0.0,Florida
25,2023-01-23,solutions/interventions,8.0,Florida
26,2023-01-23,harmful generalization,15.0,Florida
27,2023-01-24,not in my backyard,1.0,Florida
28,2023-01-24,money/aid allocation,0.0,Florida
29,2023-01-24,deserving/undeserving,2.0,Florida
30,2023-01-24,government critique,5.0,Florida
31,2023-01-24,societal critique,0.0,Florida
32,2023-01-24,harmful generalization,2.0,Florida
33,2023-01-24,personal interaction,2.0,Florida
34,2023-01-24,solutions/interventions,4.0,Florida
35,2023-01-24,media portrayal,0.0,Florida
36,2023-01-25,media portrayal,0.0,Florida
37,2023-01-25,harmful generalization,0.0,Florida
38,2023-01-25,not in my backyard,0.0,Florida
39,2023-01-25,societal critique,0.0,Florida
40,2023-01-25,personal interaction,0.0,Florida
41,2023-01-25,deserving/undeserving,0.0,Florida
42,2023-01-25,solutions/interventions,0.0,Florida
43,2023-01-25,government critique,0.0,Florida
44,2023-01-25,money aid allocation,0.0,Florida
45,2023-01-26,harmful generalization,0.0,Florida
46,2023-01-26,societal critique,0.0,Florida
47,2023-01-26,solutions/interventions,0.0,Florida
48,2023-01-26,solutions/interventions,0.0,Florida
49,2023-01-26,money aid allocation,0.0,Florida
50,2023-01-26,government critique,0.0,Florida
51,2023-01-26,not in my backyard,0.0,Florida
52,2023-01-26,deserving/undeserving,0.0,Florida
53,2023-01-26,media portrayal,0.0,Florida
54,2023-01-26,personal interaction,0.0,Florida
55,2023-01-26,harmful generalization,0.0,Florida
56,2023-01-26,not in my backyard,0.0,Florida
57,2023-01-26,personal interaction,0.0,Florida
58,2023-01-26,money/aid allocation,0.0,Florida
59,2023-01-26,media portrayal,0.0,Florida
60,2023-01-26,deserving/undeserving,0.0,Florida
61,2023-01-26,societal critique,0.0,Florida
62,2023-01-26,government critique,1.0,Florida
63,2023-01-27,personal interaction,5.0,Florida
64,2023-01-27,deserving/undeserving,6.0,Florida
65,2023-01-27,not in my backyard,9.0,Florida
66,2023-01-27,societal critique,4.0,Florida
67,2023-01-27,solutions/interventions,8.0,Florida
68,2023-01-27,money/aid allocation,5.0,Florida
69,2023-01-27,harmful generalization,9.0,Florida
70,2023-01-27,government critique,21.0,Florida
71,2023-01-27,media portrayal,2.0,Florida
72,2023-01-28,government critique,16.0,Florida
73,2023-01-28,media portrayal,0.0,Florida
74,2023-01-28,deserving/undeserving,1.0,Florida
75,2023-01-28,personal interaction,10.0,Florida
76,2023-01-28,solutions/interventions,5.0,Florida
77,2023-01-28,harmful generalization,12.0,Florida
78,2023-01-28,not in my backyard,5.0,Florida
79,2023-01-28,societal critique,1.0,Florida
80,2023-01-28,money/aid allocation,1.0,Florida
81,2023-01-29,personal interaction,8.0,Florida
82,2023-01-29,government critique,15.0,Florida
83,2023-01-29,societal critique,2.0,Florida
84,2023-01-29,deserving/undeserving,2.0,Florida
85,2023-01-29,solutions/interventions,9.0,Florida
86,2023-01-29,media portrayal,1.0,Florida
87,2023-01-29,harmful generalization,11.0,Florida
88,2023-01-29,money/aid allocation,2.0,Florida
89,2023-01-29,not in my backyard,4.0,Florida
90,2023-01-30,societal critique,1.0,Florida
91,2023-01-30,harmful generalization,10.0,Florida
92,2023-01-30,not in my backyard,3.0,Florida
93,2023-01-30,deserving/undeserving,4.0,Florida
94,2023-01-30,personal interaction,6.0,Florida
95,2023-01-30,money/aid allocation,6.0,Florida
96,2023-01-30,government critique,18.0,Florida
97,2023-01-30,solutions/interventions,15.0,Florida
98,2023-01-30,media portrayal,1.0,Florida
99,2023-01-31,not in my backyard,15.0,Florida
100,2023-01-31,government critique,38.0,Florida
101,2023-01-31,personal interaction,4.0,Florida
102,2023-01-31,deserving/undeserving,15.0,Florida
103,2023-01-31,societal critique,4.0,Florida
104,2023-01-31,money/aid allocation,11.0,Florida
105,2023-01-31,harmful generalization,18.0,Florida
106,2023-01-31,solutions/interventions,26.0,Florida
107,2023-01-31,media portrayal,2.0,Florida
108,2023-02-01,not in my backyard,7.0,Florida
109,2023-02-01,government critique,28.0,Florida
110,2023-02-01,media portrayal,1.0,Florida
111,2023-02-01,money/aid allocation,3.0,Florida
112,2023-02-01,deserving/undeserving,5.0,Florida
113,2023-02-01,societal critique,0.0,Florida
114,2023-02-01,solutions/interventions,10.0,Florida
115,2023-02-01,harmful generalization,15.0,Florida
116,2023-02-01,personal interaction,4.0,Florida
117,2023-02-02,not in my backyard,4.0,Florida
118,2023-02-02,societal critique,2.0,Florida
119,2023-02-02,deserving/undeserving,5.0,Florida
120,2023-02-02,money/aid allocation,5.0,Florida
121,2023-02-02,government critique,20.0,Florida
122,2023-02-02,personal interaction,5.0,Florida
123,2023-02-02,solutions/interventions,5.0,Florida
124,2023-02-02,harmful generalization,7.0,Florida
125,2023-02-02,media portrayal,2.0,Florida
126,2023-02-03,money/aid allocation,7.0,Florida
127,2023-02-03,deserving/undeserving,4.0,Florida
128,2023-02-03,societal critique,6.0,Florida
129,2023-02-03,media portrayal,0.0,Florida
130,2023-02-03,harmful generalization,11.0,Florida
131,2023-02-03,government critique,19.0,Florida
132,2023-02-03,not in my backyard,8.0,Florida
133,2023-02-03,solutions/interventions,20.0,Florida
134,2023-02-03,personal interaction,4.0,Florida
135,2023-02-04,societal critique,4.0,Florida
136,2023-02-04,solutions/interventions,22.0,Florida
137,2023-02-04,media portrayal,1.0,Florida
138,2023-02-04,money/aid allocation,3.0,Florida
139,2023-02-04,government critique,29.0,Florida
140,2023-02-04,harmful generalization,14.0,Florida
141,2023-02-04,deserving/undeserving,6.0,Florida
142,2023-02-04,not in my backyard,8.0,Florida
143,2023-02-04,personal interaction,7.0,Florida
144,2023-02-05,government critique,18.0,Florida
145,2023-02-05,not in my backyard,2.0,Florida
146,2023-02-05,personal interaction,1.0,Florida
147,2023-02-05,deserving/undeserving,1.0,Florida
148,2023-02-05,societal critique,0.0,Florida
149,2023-02-05,harmful generalization,7.0,Florida
150,2023-02-05,solutions/interventions,9.0,Florida
151,2023-02-05,media portrayal,0.0,Florida
152,2023-02-05,money/aid allocation,2.0,Florida
153,2023-02-06,solutions/interventions,11.0,Florida
154,2023-02-06,deserving/undeserving,3.0,Florida
155,2023-02-06,harmful generalization,7.0,Florida
156,2023-02-06,media portrayal,0.0,Florida
157,2023-02-06,government critique,18.0,Florida
158,2023-02-06,societal critique,5.0,Florida
159,2023-02-06,personal interaction,3.0,Florida
160,2023-02-06,not in my backyard,3.0,Florida
161,2023-02-06,money/aid allocation,6.0,Florida
162,2023-02-07,societal critique,5.0,Florida
163,2023-02-07,solutions/interventions,16.0,Florida
164,2023-02-07,money/aid allocation,7.0,Florida
165,2023-02-07,media portrayal,0.0,Florida
166,2023-02-07,deserving/undeserving,4.0,Florida
167,2023-02-07,personal interaction,7.0,Florida
168,2023-02-07,not in my backyard,6.0,Florida
169,2023-02-07,government critique,16.0,Florida
170,2023-02-07,harmful generalization,10.0,Florida
171,2023-02-08,media portrayal,1.0,Florida
172,2023-02-08,not in my backyard,2.0,Florida
173,2023-02-08,harmful generalization,11.0,Florida
174,2023-02-08,deserving/undeserving,11.0,Florida
175,2023-02-08,government critique,18.0,Florida
176,2023-02-08,money/aid allocation,11.0,Florida
177,2023-02-08,personal interaction,9.0,Florida
178,2023-02-08,solutions/interventions,8.0,Florida
179,2023-02-08,societal critique,2.0,Florida
180,2023-02-09,deserving/undeserving,3.0,Florida
181,2023-02-09,societal critique,3.0,Florida
182,2023-02-09,media portrayal,0.0,Florida
183,2023-02-09,money/aid allocation,4.0,Florida
184,2023-02-09,not in my backyard,2.0,Florida
185,2023-02-09,government critique,6.0,Florida
186,2023-02-09,harmful generalization,1.0,Florida
187,2023-02-09,solutions/interventions,5.0,Florida
188,2023-02-09,personal interaction,2.0,Florida
189,2023-02-16,media portrayal,0.0,Florida
190,2023-02-16,money/aid allocation,2.0,Florida
191,2023-02-16,not in my backyard,1.0,Florida
192,2023-02-16,societal critique,0.0,Florida
193,2023-02-16,harmful generalization,1.0,Florida
194,2023-02-16,government critique,4.0,Florida
195,2023-02-16,personal interaction,0.0,Florida
196,2023-02-16,solutions/interventions,0.0,Florida
197,2023-02-16,deserving/undeserving,1.0,Florida
0,2023-01-21,personal interaction,3.0,Illinois
1,2023-01-21,not in my backyard,0.0,Illinois
2,2023-01-21,money/aid allocation,0.0,Illinois
3,2023-01-21,harmful generalization,1.0,Illinois
4,2023-01-21,deserving/undeserving,0.0,Illinois
5,2023-01-21,societal critique,0.0,Illinois
6,2023-01-21,media portrayal,0.0,Illinois
7,2023-01-21,solutions/interventions,4.0,Illinois
8,2023-01-21,government critique,1.0,Illinois
9,2023-01-22,deserving/undeserving,3.0,Illinois
10,2023-01-22,media portrayal,0.0,Illinois
11,2023-01-22,solutions/interventions,3.0,Illinois
12,2023-01-22,societal critique,1.0,Illinois
13,2023-01-22,money/aid allocation,5.0,Illinois
14,2023-01-22,harmful generalization,7.0,Illinois
15,2023-01-22,government critique,12.0,Illinois
16,2023-01-22,not in my backyard,3.0,Illinois
